city_fips,name,stname,city_pop_10,city_pop_15,city_pop_18
0100124,Abbeville city,Alabama,2688,2588,2563
0100460,Adamsville city,Alabama,4522,4406,4325
0100484,Addison town,Alabama,758,735,724
0100676,Akron town,Alabama,356,337,330
0100820,Alabaster city,Alabama,30352,32739,33340
0100988,Albertville city,Alabama,21160,21395,21568
0101132,Alexander City city,Alabama,14875,14658,14467
0101228,Aliceville city,Alabama,2486,2359,2301
0101396,Allgood town,Alabama,622,621,622
0101660,Altoona town,Alabama,933,921,914
0101708,Andalusia city,Alabama,9015,8935,8735
0101756,Anderson town,Alabama,282,276,271
0101852,Anniston city,Alabama,23106,22103,21569
0102116,Arab city,Alabama,8050,8217,8321
0102260,Ardmore town,Alabama,1194,1347,1420
0102320,Argo town,Alabama,4071,4202,4306
0102428,Ariton town,Alabama,764,742,735
0102500,Arley town,Alabama,357,350,346
0102836,Ashford town,Alabama,2148,2153,2152
0102860,Ashland town,Alabama,2037,1950,1914
0102908,Ashville city,Alabama,2212,2250,2319
0102956,Athens city,Alabama,21897,24737,26247
0103004,Atmore city,Alabama,10194,9989,9354
0103028,Attalla city,Alabama,6048,5866,5799
0103076,Auburn city,Alabama,53380,61818,65738
0103220,Autaugaville town,Alabama,870,857,855
0103364,Avon town,Alabama,543,501,503
0103556,Babbie town,Alabama,603,604,600
0103676,Baileyton town,Alabama,610,618,624
0103724,Bakerhill town,Alabama,279,264,252
0103940,Banks town,Alabama,179,168,169
0104660,Bay Minette city,Alabama,8044,8969,9291
0104684,Bayou La Batre city,Alabama,2558,2538,2503
0104852,Bear Creek town,Alabama,1070,1047,1042
0104900,Beatrice town,Alabama,301,285,277
0104948,Beaverton town,Alabama,201,184,183
0105164,Belk town,Alabama,215,207,205
0105692,Benton town,Alabama,49,45,42
0105932,Berry town,Alabama,1148,1111,1098
0105980,Bessemer city,Alabama,27456,26907,26538
0106460,Billingsley town,Alabama,144,142,141
0107000,Birmingham city,Alabama,212237,211703,209880
0107120,Black town,Alabama,207,207,207
0107456,Blountsville town,Alabama,1684,1672,1657
0107672,Blue Springs town,Alabama,96,91,88
0107912,Boaz city,Alabama,9551,9599,9656
0108104,Boligee town,Alabama,328,309,297
0108248,Bon Air town,Alabama,116,115,114
0109016,Brantley town,Alabama,809,792,782
0109136,Brent city,Alabama,4947,4896,4772
0109208,Brewton city,Alabama,5408,5303,5189
0109328,Bridgeport city,Alabama,2418,2342,2301
0109400,Brighton city,Alabama,2945,2850,2785
0109424,Brilliant town,Alabama,900,879,870
0109736,Brookside town,Alabama,1363,1333,1323
0109808,Brookwood town,Alabama,1828,1852,1857
0110240,Brundidge city,Alabama,2076,1977,1939
0111032,Butler town,Alabama,1894,1811,1739
0111416,Calera city,Alabama,11620,13298,14380
0111512,Camden city,Alabama,2020,1884,1819
0111680,Camp Hill town,Alabama,1014,973,955
0112016,Carbon Hill city,Alabama,2021,1957,1916
0112040,Cardiff town,Alabama,55,54,55
0112160,Carolina town,Alabama,297,297,293
0112304,Carrollton town,Alabama,1019,979,957
0112496,Castleberry town,Alabama,583,567,545
0112760,Cedar Bluff town,Alabama,1820,1805,1819
0113264,Center Point city,Alabama,16921,16591,16222
0113648,Centre city,Alabama,3489,3506,3514
0113672,Centreville city,Alabama,2778,2680,2639
0114008,Chatom town,Alabama,1288,1229,1196
0114104,Chelsea city,Alabama,10183,12187,13531
0114152,Cherokee town,Alabama,1048,1013,1004
0114392,Chickasaw city,Alabama,6106,5900,5745
0114464,Childersburg city,Alabama,5175,5005,4880
0115064,Citronelle city,Alabama,3905,3916,3889
0115136,Clanton city,Alabama,8619,8724,8756
0115256,Clay city,Alabama,9708,9679,9646
0115304,Clayhatchee town,Alabama,589,581,580
0115376,Clayton town,Alabama,3008,2915,2856
0115472,Cleveland town,Alabama,1303,1303,1301
0115640,Clio city,Alabama,1399,1488,1270
0116000,Coaling town,Alabama,1657,1668,1660
0116240,Coffee Springs town,Alabama,228,227,225
0116264,Coffeeville town,Alabama,352,337,327
0116312,Coker town,Alabama,979,973,965
0116600,Collinsville town,Alabama,1983,1964,1962
0116684,Colony town,Alabama,268,272,277
0116744,Columbia town,Alabama,740,733,735
0116768,Columbiana city,Alabama,4197,4213,4588
0117176,Coosada town,Alabama,1224,1231,1301
0117368,Cordova city,Alabama,2095,1999,1936
0117824,Cottonwood town,Alabama,1289,1264,1245
0117968,County Line town,Alabama,258,262,264
0118040,Courtland town,Alabama,609,593,588
0118088,Cowarts town,Alabama,1871,2010,2048
0118304,Creola city,Alabama,1926,1967,2015
0118856,Crossville town,Alabama,1862,1839,1839
0118952,Cuba town,Alabama,346,320,300
0118976,Cullman city,Alabama,14775,15433,15858
0119216,Cusseta town,Alabama,123,123,123
0119336,Dadeville city,Alabama,3230,3128,3079
0119360,Daleville city,Alabama,5295,5121,5086
0119648,Daphne city,Alabama,21570,24612,26506
0119744,Dauphin Island town,Alabama,1238,1246,1298
0119816,Daviston town,Alabama,214,208,209
0119912,Dayton town,Alabama,52,49,46
0120008,Deatsville town,Alabama,1154,1164,1179
0120104,Decatur city,Alabama,55683,55007,54264
0120296,Demopolis city,Alabama,7483,7005,6724
0120392,Detroit town,Alabama,237,226,223
0120955,Dodge City town,Alabama,593,599,607
0121136,Dora city,Alabama,2025,1949,1897
0121184,Dothan city,Alabama,65496,68198,68247
0121280,Double Springs town,Alabama,1083,1050,1030
0121328,Douglas town,Alabama,744,758,772
0121448,Dozier town,Alabama,329,326,324
0121952,Dutton town,Alabama,315,308,305
0122216,East Brewton city,Alabama,2478,2404,2362
0122816,Eclectic town,Alabama,1001,1016,1023
0123176,Edwardsville town,Alabama,202,199,200
0123296,Elba city,Alabama,3940,3880,3834
0123320,Elberta town,Alabama,1498,1644,1723
0123344,Eldridge town,Alabama,130,124,122
0123488,Elkmont town,Alabama,434,465,482
0123656,Elmore town,Alabama,1262,1429,1441
0123872,Emelle town,Alabama,53,51,48
0124184,Enterprise city,Alabama,26562,27694,28269
0124256,Epes town,Alabama,192,348,332
0124472,Ethelsville town,Alabama,81,74,72
0124568,Eufaula city,Alabama,13137,12511,11896
0124664,Eutaw town,Alabama,2934,2751,2652
0124688,Eva town,Alabama,519,510,505
0124808,Evergreen city,Alabama,3944,3757,3612
0124880,Excel town,Alabama,723,670,645
0125120,Fairfield city,Alabama,11117,10865,10622
0125240,Fairhope city,Alabama,15326,19533,22085
0125384,Fairview town,Alabama,446,453,461
0125648,Falkville town,Alabama,1279,1262,1248
0125816,Faunsdale town,Alabama,98,95,93
0125840,Fayette city,Alabama,4619,4433,4327
0126200,Five Points town,Alabama,141,142,142
0126824,Flomaton town,Alabama,1440,1404,1378
0126848,Florala town,Alabama,1980,1947,1904
0126896,Florence city,Alabama,39319,39907,40428
0126992,Foley city,Alabama,14618,17333,18928
0127376,Forkland town,Alabama,649,611,596
0127520,Fort Deposit town,Alabama,1344,1224,1169
0127616,Fort Payne city,Alabama,14012,14017,13987
0128024,Franklin town,Alabama,149,133,126
0128312,Frisco City town,Alabama,1309,1219,1172
0128432,Fruithurst town,Alabama,284,279,283
0128504,Fulton town,Alabama,272,261,252
0128552,Fultondale city,Alabama,8380,9062,9231
0128672,Fyffe town,Alabama,1018,1017,1030
0128696,Gadsden city,Alabama,36856,35807,35157
0128768,Gainesville town,Alabama,208,195,186
0128936,Gantt town,Alabama,222,217,216
0129032,Garden City town,Alabama,492,499,502
0129056,Gardendale city,Alabama,13893,13762,14021
0129296,Gaylesville town,Alabama,144,141,143
0129392,Geiger town,Alabama,170,159,153
0129464,Geneva city,Alabama,4452,4420,4335
0129560,Georgiana town,Alabama,1738,1665,1616
0129608,Geraldine town,Alabama,896,896,893
0129704,Gilbertown town,Alabama,215,204,197
0129944,Glen Allen town,Alabama,510,494,487
0129992,Glencoe city,Alabama,5160,5146,5136
0130160,Glenwood town,Alabama,187,185,185
0130448,Goldville town,Alabama,55,52,52
0130496,Good Hope city,Alabama,2264,2274,2334
0130640,Goodwater town,Alabama,1475,1363,1323
0130736,Gordo town,Alabama,1750,1666,1624
0130760,Gordon town,Alabama,332,327,322
0130808,Gordonville town,Alabama,326,296,286
0130880,Goshen town,Alabama,266,256,251
0131096,Grant town,Alabama,896,902,913
0131384,Graysville city,Alabama,2165,2129,2116
0131720,Greensboro city,Alabama,2497,2363,2291
0131912,Greenville city,Alabama,8135,7791,7553
0132056,Grimes town,Alabama,558,544,540
0132080,Grove Hill town,Alabama,1570,1496,1445
0132224,Guin city,Alabama,2376,2303,2265
0132272,Gulf Shores city,Alabama,9741,11784,12517
0132416,Guntersville city,Alabama,8197,8330,8482
0132440,Gurley town,Alabama,801,823,814
0132536,Gu-Win town,Alabama,176,171,168
0132560,Hackleburg town,Alabama,1516,1478,1466
0132656,Haleburg town,Alabama,103,100,99
0132704,Haleyville city,Alabama,4173,4039,3952
0132848,Hamilton city,Alabama,6885,6751,6584
0132896,Hammondville town,Alabama,488,489,486
0132968,Hanceville city,Alabama,2982,3257,3448
0133256,Harpersville town,Alabama,1637,1696,1717
0133424,Hartford city,Alabama,2624,2611,2590
0133448,Hartselle city,Alabama,14255,14411,14425
0133640,Hayden town,Alabama,444,1335,1342
0133712,Hayneville town,Alabama,932,849,810
0133856,Headland city,Alabama,4510,4646,4714
0133904,Heath town,Alabama,254,256,255
0133976,Heflin city,Alabama,3480,3449,3434
0134024,Helena city,Alabama,16793,18213,19529
0134096,Henagar city,Alabama,2344,2339,2343
0134480,Highland Lake town,Alabama,412,415,415
0134816,Hillsboro town,Alabama,552,522,516
0135152,Hobson City town,Alabama,771,769,761
0135200,Hodges town,Alabama,288,283,281
0135392,Hokes Bluff city,Alabama,4286,4290,4252
0135560,Holly Pond town,Alabama,798,808,819
0135632,Hollywood town,Alabama,1000,966,960
0135800,Homewood city,Alabama,25167,25709,25397
0135896,Hoover city,Alabama,81619,84242,85108
0136088,Horn Hill town,Alabama,228,228,225
0136448,Hueytown city,Alabama,16105,15708,15380
0137000,Huntsville city,Alabama,180105,190147,197318
0137096,Hurtsboro town,Alabama,553,604,586
0137264,Hytop town,Alabama,354,348,346
0137312,Ider town,Alabama,723,715,711
0137465,Indian Springs Village city,Alabama,2363,2587,2603
0137864,Irondale city,Alabama,12349,12454,12555
0138152,Jackson city,Alabama,5228,4938,4742
0138248,Jacksons' Gap town,Alabama,828,805,814
0138272,Jacksonville city,Alabama,12548,12716,12531
0138416,Jasper city,Alabama,14352,13866,13500
0138608,Jemison city,Alabama,2585,2605,2660
0139280,Kansas town,Alabama,226,217,213
0139472,Kellyton town,Alabama,217,204,201
0139520,Kennedy town,Alabama,447,427,425
0139784,Killen town,Alabama,1108,979,958
0139856,Kimberly city,Alabama,2711,2948,3302
0140072,Kinsey town,Alabama,2198,2210,2220
0140096,Kinston town,Alabama,540,534,541
0140672,La Fayette city,Alabama,3003,2969,2934
0140888,Lakeview town,Alabama,143,142,143
0140928,Lake View town,Alabama,1943,2162,2456
0141296,Lanett city,Alabama,6468,6372,6236
0141368,Langston town,Alabama,270,265,262
0141968,Leeds city,Alabama,11773,11933,12053
0142016,Leesburg town,Alabama,1027,1001,1016
0142160,Leighton town,Alabama,729,711,709
0142352,Lester town,Alabama,111,120,124
0142472,Level Plains town,Alabama,2085,2033,2022
0142640,Lexington town,Alabama,735,723,708
0142808,Libertyville town,Alabama,117,114,113
0143120,Lincoln city,Alabama,6266,6578,6704
0143240,Linden city,Alabama,2123,1981,1898
0143264,Lineville city,Alabama,2395,2310,2265
0143336,Lipscomb city,Alabama,2210,2178,2149
0143384,Lisman town,Alabama,539,507,487
0143648,Littleville town,Alabama,1011,993,987
0143720,Livingston city,Alabama,3485,3459,3364
0143744,Loachapoka town,Alabama,180,190,200
0143816,Lockhart town,Alabama,516,511,503
0143888,Locust Fork town,Alabama,1186,1194,1202
0144344,Louisville town,Alabama,519,487,462
0144536,Lowndesboro town,Alabama,115,103,98
0144608,Loxley town,Alabama,1632,1778,2546
0144728,Luverne city,Alabama,2800,2781,2751
0144800,Lynn town,Alabama,659,645,642
0145472,McIntosh town,Alabama,238,226,220
0145496,McKenzie town,Alabama,530,510,497
0145640,McMullen town,Alabama,10,10,9
0145784,Madison city,Alabama,42938,47107,50440
0145904,Madrid town,Alabama,350,291,289
0146072,Magnolia Springs town,Alabama,723,783,816
0146264,Malvern town,Alabama,1448,1448,1438
0146504,Maplesville town,Alabama,708,698,702
0146696,Margaret town,Alabama,4428,4630,5026
0146768,Marion city,Alabama,3686,3418,3252
0147728,Maytown town,Alabama,385,375,369
0148052,Memphis town,Alabama,29,28,28
0148064,Mentone town,Alabama,360,366,368
0148376,Midfield city,Alabama,5365,5202,5067
0148400,Midland City town,Alabama,2344,2363,2350
0148424,Midway town,Alabama,499,473,459
0148712,Millbrook city,Alabama,14640,15118,15463
0148808,Millport town,Alabama,1049,993,983
0148832,Millry town,Alabama,546,521,505
0150000,Mobile city,Alabama,195111,192377,189572
0150192,Monroeville city,Alabama,6519,6079,5850
0150312,Montevallo city,Alabama,6323,6694,6674
0151000,Montgomery city,Alabama,205764,200993,198218
0151096,Moody city,Alabama,11726,12536,13069
0151264,Mooresville town,Alabama,53,57,59
0151456,Morris town,Alabama,1859,2009,2129
0151520,Mosses town,Alabama,1029,942,905
0151600,Moulton city,Alabama,3471,3297,3234
0151648,Moundville town,Alabama,2427,2457,2456
0151696,Mountain Brook city,Alabama,20413,20548,20306
0152608,Mount Vernon town,Alabama,1574,1518,1499
0152776,Mulga town,Alabama,836,820,810
0152848,Munford town,Alabama,1292,1370,1363
0153016,Muscle Shoals city,Alabama,13146,13670,14263
0153112,Myrtlewood town,Alabama,130,121,116
0153256,Napier Field town,Alabama,354,342,340
0153376,Natural Bridge town,Alabama,37,34,33
0153400,Nauvoo town,Alabama,221,211,207
0153448,Nectar town,Alabama,345,338,338
0153472,Needham town,Alabama,94,91,89
0153784,Newbern town,Alabama,186,176,172
0153856,New Brockton town,Alabama,1146,1154,1210
0154168,New Hope city,Alabama,2810,2824,2901
0154432,New Site town,Alabama,773,751,756
0154480,Newton town,Alabama,1511,1469,1456
0154600,Newville town,Alabama,539,517,512
0155044,North Courtland town,Alabama,632,611,611
0155152,North Johns town,Alabama,145,140,141
0155200,Northport city,Alabama,23330,25197,25799
0155440,Notasulga town,Alabama,965,870,830
0155752,Oak Grove town,Alabama,528,521,514
0155848,Oak Hill town,Alabama,26,24,23
0155992,Oakman town,Alabama,789,750,725
0156400,Odenville town,Alabama,3585,3718,3794
0156472,Ohatchee town,Alabama,1170,1153,1151
0157000,Oneonta city,Alabama,6567,6534,6615
0157024,Onycha town,Alabama,184,184,183
0157048,Opelika city,Alabama,26477,29402,30555
0157120,Opp city,Alabama,6659,6574,6431
0157144,Orange Beach city,Alabama,5441,5800,6114
0157240,Orrville town,Alabama,204,188,174
0157504,Owens Cross Roads town,Alabama,1521,1795,2015
0157576,Oxford city,Alabama,21348,21264,21161
0157648,Ozark city,Alabama,14907,14526,14303
0157696,Paint Rock town,Alabama,210,204,202
0158272,Parrish town,Alabama,982,958,937
0158848,Pelham city,Alabama,21352,22971,23744
0158896,Pell City city,Alabama,12695,13477,13796
0158968,Pennington town,Alabama,221,212,207
0159088,Perdido Beach town,Alabama,581,611,643
0159328,Petrey town,Alabama,58,58,57
0159472,Phenix City city,Alabama,32822,36815,36435
0159496,Phil Campbell town,Alabama,1148,1220,1243
0159592,Pickensville town,Alabama,608,583,575
0159640,Piedmont city,Alabama,4878,4686,4589
0159760,Pike Road town,Alabama,5406,8359,9803
0159832,Pinckard town,Alabama,647,632,625
0159880,Pine Apple town,Alabama,132,122,119
0160240,Pine Hill town,Alabama,975,897,873
0160372,Pine Ridge town,Alabama,282,282,283
0160648,Pinson city,Alabama,7163,7112,7095
0160720,Pisgah town,Alabama,722,706,698
0161008,Pleasant Grove city,Alabama,10110,10246,10101
0161038,Pleasant Groves town,Alabama,420,411,405
0161536,Pollard town,Alabama,137,134,133
0162075,Powell town,Alabama,955,957,963
0162328,Prattville city,Alabama,33960,34907,35662
0162472,Priceville town,Alabama,2658,3170,3623
0162496,Prichard city,Alabama,22659,22179,21531
0162688,Providence town,Alabama,223,207,200
0163216,Ragland town,Alabama,1639,1668,1693
0163288,Rainbow City city,Alabama,9602,9575,9565
0163336,Rainsville city,Alabama,4948,5009,5034
0163408,Ranburne town,Alabama,409,405,405
0163576,Red Bay city,Alabama,3158,3104,3063
0163768,Red Level town,Alabama,487,485,477
0163984,Reece City town,Alabama,653,633,624
0164104,Reform town,Alabama,1702,1613,1566
0164152,Rehobeth town,Alabama,1297,1453,1574
0164368,Repton town,Alabama,282,271,264
0164656,Ridgeville town,Alabama,112,110,109
0164776,River Falls town,Alabama,526,525,523
0164920,Riverside city,Alabama,2208,2271,2312
0165016,Riverview town,Alabama,184,180,179
0165040,Roanoke city,Alabama,6074,5956,5933
0165208,Robertsdale city,Alabama,5276,6387,6838
0165472,Rockford town,Alabama,477,453,446
0166216,Rogersville town,Alabama,1257,1225,1231
0166408,Rosa town,Alabama,316,317,316
0167056,Russellville city,Alabama,9830,9739,9650
0167176,Rutledge town,Alabama,467,464,461
0167536,St. Florian town,Alabama,413,448,637
0167800,Samson city,Alabama,1940,1913,1873
0167920,Sand Rock town,Alabama,560,572,577
0168016,Sanford town,Alabama,241,259,258
0168160,Saraland city,Alabama,13405,14031,14649
0168280,Sardis City town,Alabama,1704,1751,1787
0168352,Satsuma city,Alabama,6168,6137,6157
0168736,Scottsboro city,Alabama,14770,14567,14405
0169000,Section town,Alabama,770,753,742
0169120,Selma city,Alabama,20756,19275,17886
0169648,Sheffield city,Alabama,9039,9050,8894
0169840,Shiloh town,Alabama,274,276,278
0170128,Shorter town,Alabama,474,424,403
0170416,Silas town,Alabama,452,432,420
0170536,Silverhill town,Alabama,706,761,997
0170704,Sipsey town,Alabama,437,421,414
0170896,Skyline town,Alabama,851,828,818
0171040,Slocomb city,Alabama,1980,1948,1909
0171190,Smiths Station city,Alabama,4926,5304,5427
0171280,Snead town,Alabama,835,842,842
0171496,Somerville town,Alabama,724,766,769
0171832,Southside city,Alabama,8412,8591,8819
0171900,South Vinemont town,Alabama,749,758,768
0171976,Spanish Fort city,Alabama,6798,7990,8985
0172600,Springville city,Alabama,4080,4158,4265
0172888,Steele town,Alabama,1043,1060,1073
0173080,Stevenson city,Alabama,2046,1974,1951
0173728,Sulligent city,Alabama,1927,1842,1831
0173848,Sumiton city,Alabama,2520,2400,2354
0173872,Summerdale town,Alabama,862,1119,1511
0174160,Susan Moore town,Alabama,763,762,763
0174304,Sweet Water town,Alabama,258,249,241
0174352,Sylacauga city,Alabama,12749,12511,12186
0174400,Sylvania town,Alabama,1837,1866,1875
0174424,Sylvan Springs town,Alabama,1542,1528,1501
0174592,Talladega city,Alabama,15676,15820,15291
0174616,Talladega Springs town,Alabama,166,161,160
0174688,Tallassee city,Alabama,4819,4635,4581
0174976,Tarrant city,Alabama,6397,6190,6158
0175096,Taylor town,Alabama,2375,2375,2383
0175936,Thomaston town,Alabama,417,396,384
0175960,Thomasville city,Alabama,4209,4051,3913
0176080,Thorsby town,Alabama,1980,2027,2063
0176584,Town Creek town,Alabama,1100,1058,1046
0176632,Toxey town,Alabama,137,132,126
0176680,Trafford town,Alabama,646,637,626
0176824,Triana town,Alabama,496,524,619
0176872,Trinity town,Alabama,2095,2413,2439
0176920,Troy city,Alabama,18033,19242,19126
0176944,Trussville city,Alabama,19933,21138,22314
0177256,Tuscaloosa city,Alabama,90468,97988,101113
0177280,Tuscumbia city,Alabama,8423,8435,8407
0177304,Tuskegee city,Alabama,9865,8802,8413
0177352,Twin town,Alabama,399,389,389
0177616,Union town,Alabama,237,223,216
0177784,Union Grove town,Alabama,77,78,79
0177880,Union Springs city,Alabama,3980,3602,3465
0177904,Uniontown town,Alabama,1775,2408,2260
0178204,Valley city,Alabama,9524,9376,9200
0178232,Valley Grande city,Alabama,4020,3845,3645
0178240,Valley Head town,Alabama,558,549,546
0178264,Vance town,Alabama,1529,1541,1659
0178480,Vernon city,Alabama,2000,1887,1855
0178552,Vestavia Hills city,Alabama,34033,33898,34461
0178984,Vina town,Alabama,358,356,356
0179008,Vincent town,Alabama,1988,2150,2164
0179272,Vredenburgh town,Alabama,312,295,288
0179344,Wadley town,Alabama,751,727,728
0179488,Waldo town,Alabama,283,274,270
0179728,Walnut Grove town,Alabama,698,689,689
0179944,Warrior city,Alabama,3176,3214,3199
0180064,Waterloo town,Alabama,203,200,197
0180256,Waverly town,Alabama,145,149,148
0180352,Weaver city,Alabama,3038,3079,3061
0180376,Webb town,Alabama,1430,1421,1436
0180496,Wedowee town,Alabama,823,801,797
0180928,West Blocton town,Alabama,1240,1252,1239
0181336,West Jefferson town,Alabama,338,428,424
0181504,Westover town,Alabama,1275,1533,1733
0181528,West Point town,Alabama,586,594,604
0181720,Wetumpka city,Alabama,6528,8079,8278
0181912,White Hall town,Alabama,858,797,766
0182848,Wilsonville town,Alabama,1827,1987,2014
0182872,Wilton town,Alabama,687,691,685
0182992,Winfield city,Alabama,4717,4559,4477
0183400,Woodland town,Alabama,184,181,182
0183640,Woodstock town,Alabama,1428,1554,1600
0183664,Woodville town,Alabama,746,728,718
0183976,Yellow Bluff town,Alabama,188,174,170
0184096,York city,Alabama,2538,2387,2267
0200065,Adak city,Alaska,326,333,329
0200650,Akhiok city,Alaska,71,71,70
0200870,Akiak city,Alaska,346,382,394
0201090,Akutan city,Alaska,1027,1043,1052
0201200,Alakanuk city,Alaska,677,767,773
0201420,Aleknagik city,Alaska,219,225,224
0201860,Allakaket city,Alaska,105,165,164
0201970,Ambler city,Alaska,258,267,262
0202080,Anaktuvuk Pass city,Alaska,324,341,344
0203000,Anchorage municipality,Alaska,291826,297613,291538
0203220,Anderson city,Alaska,246,260,337
0203440,Angoon city,Alaska,459,458,459
0203550,Aniak city,Alaska,501,539,545
0203880,Anvik city,Alaska,85,86,83
0204210,Atka city,Alaska,61,77,84
0204500,Atqasuk city,Alaska,233,246,250
0206520,Bethel city,Alaska,6080,6390,6493
0206630,Bettles city,Alaska,12,13,13
0208740,Brevig Mission city,Alaska,388,398,401
0209600,Buckland city,Alaska,416,431,426
0212680,Chefornak city,Alaska,418,453,467
0213230,Chevak city,Alaska,938,1063,1075
0213550,Chignik city,Alaska,91,89,88
0214330,Chuathbaluk city,Alaska,118,124,125
0215430,Clark's Point city,Alaska,62,63,63
0216360,Coffman Cove city,Alaska,176,186,182
0216530,Cold Bay city,Alaska,108,129,137
0217410,Cordova city,Alaska,2239,2185,2160
0217740,Craig city,Alaska,1201,1278,1301
0218510,Deering city,Alaska,122,127,124
0218620,Delta Junction city,Alaska,958,915,931
0218950,Dillingham city,Alaska,2329,2389,2396
0219060,Diomede city,Alaska,115,118,119
0220380,Eagle city,Alaska,86,82,83
0221040,Eek city,Alaska,296,309,312
0221150,Egegik city,Alaska,109,106,106
0221810,Ekwok city,Alaska,115,134,133
0222250,Elim city,Alaska,330,339,341
0222910,Emmonak city,Alaska,762,822,825
0224230,Fairbanks city,Alaska,31535,31636,31516
0224660,False Pass city,Alaska,35,45,49
0226760,Fort Yukon city,Alaska,583,561,543
0227530,Galena city,Alaska,470,484,469
0227640,Gambell city,Alaska,681,698,700
0229180,Golovin city,Alaska,156,160,161
0229290,Goodnews Bay city,Alaska,243,265,275
0230060,Grayling city,Alaska,194,193,201
0230940,Gustavus city,Alaska,442,446,446
0233030,Holy Cross city,Alaska,178,172,166
0233140,Homer city,Alaska,5003,5506,5810
0233360,Hoonah city,Alaska,760,776,788
0233470,Hooper Bay city,Alaska,1093,1198,1225
0233800,Houston city,Alaska,1912,2197,2390
0233910,Hughes city,Alaska,77,78,84
0234350,Huslia city,Alaska,275,273,264
0234460,Hydaburg city,Alaska,376,402,393
0236400,Juneau city and borough,Alaska,31275,32601,32113
0236770,Kake city,Alaska,557,579,563
0236990,Kaktovik city,Alaska,239,252,256
0237430,Kaltag city,Alaska,190,183,175
0237650,Kasaan city,Alaska,49,51,50
0238420,Kenai city,Alaska,7100,7631,7778
0238970,Ketchikan city,Alaska,8050,8173,8289
0239300,Kiana city,Alaska,361,344,339
0239410,King Cove city,Alaska,938,1019,1065
0239960,Kivalina city,Alaska,374,387,379
0240400,Klawock city,Alaska,755,816,815
0240840,Kobuk city,Alaska,151,158,155
0240950,Kodiak city,Alaska,6130,6173,5968
0241720,Kotlik city,Alaska,577,626,637
0241830,Kotzebue city,Alaska,3201,3297,3266
0241940,Koyuk city,Alaska,332,365,371
0242050,Koyukuk city,Alaska,96,96,93
0242160,Kupreanof city,Alaska,27,26,26
0242380,Kwethluk city,Alaska,721,748,756
0243040,Larsen Bay city,Alaska,87,88,85
0245460,Lower Kalskag city,Alaska,282,308,311
0246010,McGrath city,Alaska,346,332,322
0246890,Manokotak city,Alaska,442,451,448
0247000,Marshall city,Alaska,414,443,461
0247990,Mekoryuk city,Alaska,191,199,203
0251180,Mountain Village city,Alaska,813,866,876
0252390,Napakiak city,Alaska,354,367,370
0252720,Napaskiak city,Alaska,405,404,412
0253050,Nenana city,Alaska,378,371,363
0253270,Newhalen city,Alaska,190,186,186
0253710,New Stuyahok city,Alaska,510,521,519
0253930,Nightmute city,Alaska,280,301,314
0254150,Nikolai city,Alaska,94,91,88
0254920,Nome city,Alaska,3598,3798,3866
0255030,Nondalton city,Alaska,164,133,132
0255140,Noorvik city,Alaska,668,693,683
0255910,North Pole city,Alaska,2117,2079,2113
0256320,Nuiqsut city,Alaska,402,424,428
0256350,Nulato city,Alaska,264,256,247
0256600,Nunam Iqua city,Alaska,187,204,207
0256680,Nunapitchuk city,Alaska,496,521,526
0257340,Old Harbor city,Alaska,218,227,221
0258550,Ouzinkie city,Alaska,161,162,157
0258660,Palmer city,Alaska,5937,6737,7306
0259650,Pelican city,Alaska,88,86,87
0260640,Pilot Point city,Alaska,68,65,65
0260750,Pilot Station city,Alaska,568,621,624
0261080,Platinum city,Alaska,61,66,66
0261630,Point Hope city,Alaska,674,708,716
0262510,Port Alexander city,Alaska,52,55,53
0263390,Port Heiden city,Alaska,102,109,109
0263610,Port Lions city,Alaska,194,196,189
0264600,Quinhagak city,Alaska,669,693,701
0265590,Ruby city,Alaska,166,162,155
0265700,Russian Mission city,Alaska,312,334,342
0265800,St. George city,Alaska,102,109,105
0266140,St. Mary's city,Alaska,507,560,567
0266360,St. Michael city,Alaska,401,411,415
0266470,St. Paul city,Alaska,479,509,496
0267020,Sand Point city,Alaska,976,1078,1140
0267460,Savoonga city,Alaska,671,699,705
0267570,Saxman city,Alaska,411,380,384
0267680,Scammon Bay city,Alaska,474,531,538
0268230,Selawik city,Alaska,829,858,845
0268340,Seldovia city,Alaska,255,275,275
0268560,Seward city,Alaska,2693,2792,2729
0268670,Shageluk city,Alaska,83,80,79
0268890,Shaktoolik city,Alaska,251,257,259
0269770,Shishmaref city,Alaska,563,604,617
0270100,Shungnak city,Alaska,262,272,267
0270540,Sitka city and borough,Alaska,8881,8778,8647
0271640,Soldotna city,Alaska,4163,4536,4689
0272960,Stebbins city,Alaska,556,570,571
0275160,Tanana city,Alaska,246,254,253
0275930,Teller city,Alaska,229,235,237
0276260,Tenakee Springs city,Alaska,131,134,134
0277140,Thorne Bay city,Alaska,471,494,483
0277690,Togiak city,Alaska,817,843,857
0278240,Toksook Bay city,Alaska,590,656,667
0280660,Unalakleet city,Alaska,688,689,697
0280770,Unalaska city,Alaska,4376,4537,4497
0281320,Upper Kalskag city,Alaska,210,231,233
0282200,Valdez city,Alaska,3976,3879,3834
0282750,Wainwright city,Alaska,556,586,590
0282860,Wales city,Alaska,145,150,151
0283080,Wasilla city,Alaska,7831,9230,10529
0284070,White Mountain city,Alaska,190,202,204
0284510,Whittier city,Alaska,220,210,205
